time_h,nh3_feed_kg_h,temperature_c,pressure_bar,nh3_outlet_ppmv,fired_kw,h2_product_kg_h
1726.0,10.038,602.139,5.041,2889.831,12.2135,1.65665
1728.0,10.0748,599.13,4.943,2867.466,12.1863,1.6572
1730.0,9.9592,598.754,4.878,2822.4,11.5847,1.67528
1732.0,9.9964,600.483,5.002,2822.426,12.2329,1.67022
1734.0,9.9998,600.636,5.045,2974.511,12.2712,1.6706
1736.0,10.0904,602.251,4.955,2938.642,11.9815,1.68093
1738.0,10.1044,600.756,5.013,2802.701,11.7907,1.66631
1740.0,9.9702,604.025,5.046,2911.966,12.1882,1.65091
1742.0,9.9711,602.438,4.994,2785.768,12.1256,1.67825
1744.0,10.0178,598.015,5.011,2814.165,11.9632,1.66864
1746.0,10.0237,599.289,4.973,3023.112,12.0979,1.68124
1748.0,9.9598,601.354,5.146,2807.696,12.1492,1.70001
1750.0,9.9478,597.117,4.955,3006.195,11.7847,1.69845
1752.0,10.0358,603.202,5.066,2845.147,12.1736,1.65415
1754.0,9.9942,600.66,5.072,2875.297,11.9261,1.66686
1756.0,9.9912,599.644,4.94,2778.189,11.861,1.68222
1758.0,9.9607,600.217,5.01,2899.975,12.4919,1.66632
1760.0,10.0099,599.877,5.011,2898.566,12.0266,1.70573
1762.0,10.0762,601.509,4.982,2891.77,12.4527,1.67088
1764.0,10.0691,601.461,5.005,2863.879,12.4257,1.69934
1766.0,10.0401,601.226,5.022,2872.36,12.0013,1.68564
1768.0,9.9972,597.859,5.04,2961.585,12.7535,1.67018
1770.0,10.011,599.74,5.045,3046.635,12.0541,1.67936
1772.0,10.0118,599.703,5.023,2922.622,11.8468,1.68689
1774.0,10.0187,598.56,5.039,2821.41,12.3131,1.67023
1776.0,9.8981,601.588,5.121,2866.251,12.1576,1.65158
1778.0,10.0631,597.043,5.018,2935.763,12.3795,1.70028
1780.0,9.8904,599.286,5.01,2887.539,11.9144,1.68223
1782.0,9.918,600.945,5.02,2935.131,12.3134,1.66703
1784.0,10.0872,601.403,4.921,2969.86,12.2614,1.696
1786.0,9.9591,599.091,4.938,2907.63,11.9462,1.68234
1788.0,10.0045,598.36,5.005,2884.092,12.3054,1.66505
1790.0,10.0051,602.614,4.973,2844.848,12.4754,1.66726
1792.0,10.0456,599.463,4.934,2815.108,12.1586,1.68756
1794.0,10.1304,599.134,4.926,2829.488,11.9345,1.66724
1796.0,9.9834,600.134,4.992,2780.772,11.8611,1.68835
1798.0,10.0004,599.803,5.041,2824.01,12.1009,1.67355
1800.0,10.0322,600.283,4.996,3014.287,12.2177,1.70326
1802.0,9.9683,597.699,5.081,2869.172,12.059,1.6706
1804.0,10.0184,601.345,5.063,2919.02,12.0729,1.68126
1806.0,9.9036,604.596,4.905,2966.326,12.3183,1.67354
1808.0,9.8798,597.459,5.051,2866.827,12.2239,1.69646
1810.0,9.9776,597.388,4.974,2886.952,11.8147,1.62515
1812.0,10.0435,602.196,5.074,2861.066,12.2613,1.70207
1814.0,9.9478,603.2,5.111,2965.289,11.7289,1.70685
1816.0,10.0009,600.749,5.09,2860.771,11.6798,1.66732
1818.0,9.9294,601.591,5.037,2841.831,12.1432,1.6751
1820.0,10.0177,596.787,4.955,2885.789,11.7432,1.66318
1822.0,10.0436,599.206,5.002,2996.136,12.1569,1.67709
1824.0,10.0611,601.807,4.944,2936.366,12.2522,1.69152
1826.0,9.9942,599.13,4.911,2931.798,12.3503,1.67776
1828.0,9.9626,598.807,5.01,3046.486,12.3266,1.6874
1830.0,10.0464,600.566,4.998,2891.578,12.5135,1.69896
1832.0,9.9467,601.242,5.011,2860.442,11.8765,1.66632
1834.0,9.9618,596.945,4.931,2930.48,12.0864,1.67115
1836.0,9.9985,600.263,5.073,2983.894,11.668,1.68035
1838.0,10.0543,604.073,5.016,2835.384,12.3411,1.68725
1840.0,9.9096,597.314,5.035,2960.912,12.3363,1.68547
1842.0,9.9766,601.367,4.996,2982.308,12.8621,1.68935
1844.0,10.1236,594.103,4.896,2982.301,12.3795,1.65179
1846.0,9.9624,600.135,5.043,2851.0,12.3241,1.69419
1848.0,10.0043,601.844,4.972,2810.831,12.0332,1.68125
1850.0,10.0152,601.687,4.976,3022.026,11.6295,1.67769
1852.0,10.0693,599.965,4.949,2910.545,11.9895,1.68092
1854.0,9.9323,596.195,4.971,2939.362,12.0904,1.67111
1856.0,10.0585,601.067,4.992,2909.356,12.5403,1.70368
1858.0,10.006,600.875,5.018,3012.351,11.858,1.69341
1860.0,10.0417,600.635,5.027,2999.974,11.7813,1.68788
1862.0,10.0547,599.468,5.056,2951.762,11.6616,1.69018
1864.0,9.9756,601.814,4.939,2847.767,12.4573,1.67474
1866.0,9.9398,600.065,5.039,2831.906,12.0619,1.69558
1868.0,10.0566,601.587,4.973,2897.268,11.7119,1.67031
1870.0,9.9284,601.437,5.002,2877.497,11.7764,1.69138
1872.0,10.0426,601.977,5.011,2882.876,12.2946,1.6633
1874.0,9.9883,597.279,4.999,2969.285,11.7545,1.69182
1876.0,9.9598,597.967,5.052,2768.338,12.0501,1.66768
1878.0,9.9024,597.847,4.93,2926.634,12.3674,1.68155
1880.0,9.9285,599.976,5.011,2790.712,12.5904,1.66659
1882.0,9.9694,600.279,4.977,2794.639,12.0809,1.65264
1884.0,9.9954,601.476,5.04,2746.171,12.5099,1.68607
1886.0,10.0268,602.071,4.97,2899.118,12.2077,1.70232
1888.0,9.9272,599.859,5.058,3015.496,11.9461,1.69939
1890.0,9.9908,601.601,4.928,3153.54,12.1932,1.67205
1892.0,9.979,596.495,4.949,2769.08,11.639,1.66695
1894.0,9.952,601.019,5.038,3025.922,11.9152,1.65143
1896.0,9.9447,602.945,5.038,2888.901,11.6436,1.67661
1898.0,10.1108,600.991,4.997,2831.722,11.6854,1.68309
1900.0,10.0624,599.333,4.96,2990.906,11.786,1.65532
1902.0,10.0035,600.108,5.006,2936.295,11.6709,1.66515
1904.0,9.9621,600.079,4.912,2863.571,12.2886,1.6642
1906.0,10.0156,597.733,5.024,2977.424,11.7211,1.70972
1908.0,10.0015,600.499,5.094,2865.326,12.0597,1.68829
1910.0,10.0366,601.986,5.005,2940.356,12.3559,1.65781
1912.0,10.0021,602.082,5.009,2948.542,12.4579,1.67351
1914.0,10.0111,601.037,4.946,2933.783,12.1438,1.68546
1916.0,10.0328,598.656,5.007,2994.344,11.7538,1.68198
1918.0,10.0905,598.844,4.986,3039.573,11.9755,1.6711
1920.0,9.9647,595.814,4.968,2836.253,11.7446,1.68078
1922.0,10.0588,597.57,4.969,2849.837,11.8871,1.6959
1924.0,9.9708,602.555,4.987,2932.633,12.4768,1.66112
1926.0,9.9091,599.083,5.07,3108.933,11.8662,1.67496
1928.0,10.0468,600.891,4.94,2972.246,12.151,1.71098
1930.0,10.0377,600.567,4.992,2986.8,12.2427,1.68293
1932.0,9.9957,598.289,5.008,2914.316,12.0006,1.685
1934.0,10.0362,598.587,4.92,3076.865,11.8225,1.67632
1936.0,9.9964,599.659,4.962,3060.433,11.9663,1.66373
1938.0,9.9778,597.959,4.994,3041.28,12.0924,1.66458
1940.0,9.9409,602.303,4.931,2998.787,11.9901,1.66836
1942.0,9.9245,599.787,4.965,2951.887,12.0946,1.65933
1944.0,10.0181,599.992,5.021,3089.642,11.9658,1.69022
1946.0,10.0446,601.673,4.982,2920.148,12.4603,1.6991
1948.0,9.9711,601.124,4.978,2994.445,11.7508,1.67565
1950.0,9.9924,601.029,4.942,2680.789,11.8873,1.66231
1952.0,9.9577,598.749,5.096,3026.8,12.0748,1.67683
1954.0,10.0422,594.865,4.983,2810.297,12.2751,1.68914
1956.0,10.0241,597.125,4.943,3093.148,12.0228,1.66335
1958.0,9.9962,600.025,5.012,3091.535,11.8547,1.6755
1960.0,10.023,599.955,4.952,2688.863,12.4445,1.67608
1962.0,10.0181,603.018,5.018,2950.751,12.4708,1.66106
1964.0,9.9616,597.293,4.952,2949.72,11.9801,1.68017
1966.0,10.1293,599.815,4.973,2957.205,12.094,1.67319
1968.0,10.0003,606.149,5.008,3040.55,12.1131,1.68321
1970.0,10.024,602.29,5.098,2801.426,11.9474,1.67398
1972.0,10.0568,598.342,5.045,2893.68,12.1646,1.69451
1974.0,10.0296,602.084,4.938,3008.234,12.0425,1.65651
1976.0,9.986,599.807,4.988,3024.875,11.9967,1.68058
1978.0,10.0116,599.993,4.95,3076.506,12.6408,1.69988
1980.0,10.0352,600.569,5.035,3077.352,12.2951,1.65319
1982.0,9.9941,598.679,4.895,2877.928,12.5388,1.7126
1984.0,9.9984,600.723,5.031,3120.142,12.2978,1.65052
1986.0,10.0088,598.673,5.079,3015.542,12.0292,1.67662
1988.0,10.0014,599.731,5.029,2803.556,12.5227,1.67049
1990.0,10.0119,600.571,5.072,2991.443,12.0386,1.66722
1992.0,9.9586,599.825,5.025,2924.169,12.0284,1.6711
1994.0,10.1177,601.309,4.966,2790.664,12.0611,1.66973
1996.0,9.9851,600.342,4.993,2955.803,12.0369,1.68835
1998.0,10.0143,599.478,4.984,2974.492,12.357,1.65038
2000.0,10.0635,597.546,5.038,2990.988,12.1274,1.67736
2002.0,10.0175,602.871,5.016,2872.556,12.107,1.70383
2004.0,9.9986,600.881,5.054,3034.573,11.9023,1.68187
2006.0,9.9766,603.128,5.004,3038.907,12.1601,1.70308
2008.0,9.9792,599.468,4.877,2919.319,12.456,1.66854
2010.0,9.9952,598.47,5.106,2966.923,11.9211,1.71641
2012.0,9.9619,598.331,5.066,2956.899,12.082,1.66453
2014.0,10.1046,600.383,5.004,2835.33,12.2534,1.67868
2016.0,9.9426,601.348,4.986,2878.494,11.8765,1.69321
2018.0,9.9618,600.345,5.103,2965.851,12.3566,1.68874
2020.0,10.1027,599.202,4.998,2836.237,11.9763,1.64949
2022.0,10.0033,599.555,4.986,3043.907,12.0287,1.68652
2024.0,9.9665,597.041,5.007,3092.576,12.0514,1.67764
2026.0,9.963,602.643,4.982,2939.585,12.3393,1.68771
2028.0,9.9658,599.197,4.974,2969.575,12.01,1.67139
2030.0,10.0006,601.621,5.021,3057.444,11.9998,1.69151
2032.0,10.0395,599.132,5.107,2882.76,11.9988,1.6782
2034.0,9.978,601.718,5.035,3002.276,11.9801,1.70861
2036.0,10.0624,600.579,5.017,2904.575,12.4389,1.68966
2038.0,9.9248,601.902,5.031,2993.551,12.3312,1.67863
2040.0,10.0354,598.921,5.005,2848.156,12.0993,1.68244
2042.0,10.0533,598.569,4.954,2919.788,12.1531,1.66292
2044.0,10.0396,600.9,5.02,3038.241,12.3326,1.67232
2046.0,10.0723,600.587,5.003,2977.244,12.1895,1.65279
2048.0,9.9675,601.221,4.955,3010.297,12.173,1.69757
2050.0,9.8628,598.684,5.07,2854.767,11.7639,1.67105
2052.0,10.0308,600.803,4.982,2971.82,11.8237,1.67852
2054.0,9.9461,599.521,5.072,2919.502,12.7654,1.66912
2056.0,10.0989,598.965,5.024,2909.027,12.1805,1.67817
2058.0,9.9301,600.506,4.971,2834.334,12.1176,1.71136
2060.0,10.0048,599.143,5.044,2913.847,12.1673,1.65461
2062.0,10.0437,599.425,5.106,2900.842,12.2765,1.68341
2064.0,10.0203,602.746,5.007,2882.047,12.1608,1.69553
2066.0,10.028,602.713,4.967,3106.915,12.2253,1.68184
2068.0,10.0012,601.334,5.041,3031.683,11.9699,1.65876
2070.0,10.0546,599.039,4.997,2932.191,12.2068,1.68459
2072.0,9.94,599.846,4.972,3043.969,12.38,1.65358
2074.0,9.9516,596.728,4.926,3009.024,11.7417,1.64667
2076.0,10.0501,602.014,4.983,3059.623,12.049,1.67063
2078.0,10.1288,599.273,5.04,3073.344,12.3715,1.66953
2080.0,9.9964,597.459,5.022,2934.331,12.651,1.66725
2082.0,9.8908,596.87,5.087,3050.897,12.0857,1.68971
2084.0,9.9391,600.105,5.008,2959.523,11.7718,1.6973
2086.0,10.0619,600.385,4.958,3026.122,12.0169,1.69218
2088.0,9.9925,597.069,4.998,3020.238,12.0464,1.67154
2090.0,10.0046,598.66,5.042,3023.356,12.1291,1.66567
2092.0,9.9547,599.517,4.975,2971.948,12.0048,1.67012
2094.0,9.8834,599.275,5.058,2995.438,12.0896,1.69811
2096.0,9.9451,599.165,5.06,2966.514,12.008,1.68642
2098.0,10.0755,603.371,4.941,2937.686,12.3867,1.66201
2100.0,9.9269,599.115,5.081,2905.325,12.3031,1.67231
2102.0,10.043,600.762,4.992,2971.178,12.1554,1.662
2104.0,10.024,600.936,4.961,2931.121,12.0783,1.69951
2106.0,10.0475,598.081,5.027,3117.478,11.8768,1.67796
2108.0,10.0075,603.722,5.018,2942.299,11.6855,1.68368
2110.0,9.9846,602.082,5.005,2788.471,12.086,1.69566
2112.0,10.0359,599.12,5.082,2910.987,12.0989,1.6636
2114.0,10.0054,596.553,4.979,2828.222,12.7875,1.6841
2116.0,9.924,601.769,5.01,2973.709,11.9957,1.66753
2118.0,9.963,600.963,4.956,3050.566,12.5145,1.67729
2120.0,10.0651,596.939,4.962,2948.2,11.656,1.69666
2122.0,9.9464,600.384,5.042,2926.42,11.8973,1.67609
2124.0,9.9809,599.796,5.045,3116.673,12.216,1.66908
2126.0,9.9223,596.748,5.099,2952.104,13.0279,1.70609
2128.0,10.0014,600.033,4.998,2902.63,12.2128,1.68029
2130.0,10.0284,599.539,5.072,2931.855,11.8682,1.68647
2132.0,10.0135,603.228,5.017,3028.312,12.0723,1.68783
2134.0,9.9467,599.59,4.981,2991.069,12.523,1.67109
2136.0,9.9961,599.065,4.993,2970.276,12.0726,1.64596
2138.0,10.0253,597.715,4.94,2945.778,12.5456,1.6703
2140.0,10.0264,598.177,4.931,2876.823,12.2533,1.66052
2142.0,10.076,601.115,4.989,3094.021,11.9168,1.64977
2144.0,9.9718,600.908,5.033,3138.066,12.4759,1.69074
2146.0,9.9777,598.707,4.991,3106.019,12.611,1.70149
2148.0,10.0043,599.713,4.984,3105.288,12.3399,1.68264
2150.0,10.0611,599.113,5.03,2967.432,11.9291,1.7139
2152.0,10.0418,600.261,5.055,3006.057,12.0872,1.70398
2154.0,9.9554,601.454,5.075,2949.507,12.3312,1.69025
2156.0,9.9655,598.029,5.12,3123.74,12.2518,1.68532
2158.0,10.038,600.408,5.008,3004.559,12.4751,1.67357
2160.0,9.9801,600.873,5.025,2892.559,11.9444,1.6592
2162.0,9.9539,600.232,5.007,3072.535,12.2674,1.68671
2164.0,10.0572,600.044,4.937,3032.614,11.7982,1.67593
2166.0,10.0075,601.162,5.032,3017.034,12.2711,1.66892
2168.0,9.8814,602.282,4.974,2933.037,11.8821,1.68329
2170.0,10.0424,597.956,4.996,2873.348,12.4905,1.65226
2172.0,10.1538,596.56,4.957,2982.876,11.9405,1.66868
2174.0,10.0403,599.565,4.942,2729.132,12.109,1.66408
2176.0,10.0389,600.592,5.007,3189.441,12.2807,1.66551
2178.0,9.9658,600.769,5.03,2936.667,12.3642,1.7203
2180.0,10.031,601.998,5.065,3016.078,12.0481,1.66832
2182.0,10.0088,598.646,4.943,3148.386,11.9583,1.67543
2184.0,9.9337,600.393,5.046,3011.234,12.4049,1.6892
2186.0,9.9267,596.624,4.928,3044.232,12.1908,1.65339
2188.0,10.0266,600.367,4.97,3153.428,11.6504,1.69461
2190.0,10.0526,598.811,4.99,3040.001,12.5415,1.67868
2192.0,10.057,602.675,5.057,2978.225,12.2086,1.69435
2194.0,9.9888,598.813,4.962,3153.882,11.83,1.66666
2196.0,9.9516,600.245,4.991,2917.727,12.324,1.65193
2198.0,9.9551,601.845,4.896,2922.99,12.298,1.66898
2200.0,10.0078,600.118,4.996,2988.658,12.1369,1.64612
2202.0,9.9619,603.237,5.017,3169.21,12.0151,1.69539
2204.0,9.9533,600.18,4.98,3023.418,12.1276,1.69361
2206.0,9.9884,601.114,4.926,3014.908,11.9498,1.67978
2208.0,9.934,599.196,4.98,3185.057,12.2662,1.6925
2210.0,9.9547,600.185,4.912,2843.017,12.637,1.67445
2212.0,9.9354,601.959,5.087,2873.136,12.145,1.67299
2214.0,10.1236,599.83,4.961,2912.828,12.1428,1.66218
2216.0,9.9221,597.947,4.982,3054.671,12.1134,1.66268
2218.0,9.9996,595.564,4.974,2825.188,12.1129,1.7124
2220.0,9.9913,594.019,4.874,3013.946,12.32,1.66947
2222.0,10.0398,603.088,4.996,3048.589,12.0342,1.6666
2224.0,9.9594,600.727,5.045,2946.203,12.3546,1.67872
2226.0,9.9462,598.469,5.065,2936.598,12.3692,1.69305
2228.0,9.9598,599.735,4.999,2838.201,12.0549,1.70664
2230.0,9.9317,598.447,4.987,3065.364,12.5532,1.68233
2232.0,9.9954,599.39,5.04,3055.954,12.4526,1.64386
2234.0,9.9404,599.596,4.988,3116.405,12.3131,1.67748
2236.0,10.0847,601.276,4.975,2929.232,12.3365,1.65415
2238.0,10.0246,598.618,5.041,3083.817,12.2064,1.64009
2240.0,10.0246,601.198,5.034,3119.881,12.1465,1.71043
2242.0,10.0179,600.631,5.043,2974.563,11.8586,1.68613
2244.0,9.9966,599.02,4.922,3020.424,12.0014,1.69014
2246.0,9.9408,604.232,5.111,3251.469,12.2622,1.70646
2248.0,10.0532,602.111,5.007,3060.488,12.2115,1.68768
2250.0,9.9901,599.542,4.958,2989.701,11.8495,1.68357
2252.0,9.9507,598.649,4.969,2816.308,11.9557,1.67036
2254.0,10.0055,600.911,4.929,3079.346,12.2893,1.69771
2256.0,9.9943,602.993,4.966,3055.402,12.5553,1.67432
2258.0,10.0007,598.926,5.055,3154.115,12.3261,1.65264
2260.0,10.0747,596.14,5.032,3166.597,12.0189,1.65201
2262.0,9.9968,602.228,4.968,2978.396,12.0188,1.71294
2264.0,10.0254,599.432,4.95,3067.378,12.4083,1.64538
2266.0,10.0013,601.804,4.993,3038.131,11.958,1.67318
2268.0,10.0317,599.862,5.037,2922.727,12.083,1.65898
2270.0,9.9747,598.54,4.994,3109.962,12.2512,1.69049
2272.0,10.0055,600.661,5.02,3021.548,12.3031,1.63833
2274.0,10.0051,602.639,5.049,2956.946,12.4644,1.66299
2276.0,9.9605,598.514,4.934,3057.643,12.0764,1.65498
2278.0,10.0416,601.382,4.915,3024.187,12.0283,1.66229
2280.0,10.057,599.639,5.041,3166.168,12.3823,1.69715
2282.0,9.9863,596.683,5.096,3040.254,12.0846,1.69098
2284.0,10.0097,599.375,5.061,3035.016,12.3346,1.67895
2286.0,9.9833,599.011,5.113,3283.89,12.3787,1.65395
2288.0,9.9998,600.954,4.913,2947.346,12.7193,1.66897
2290.0,10.0115,599.18,4.934,3054.436,12.1657,1.68618
2292.0,9.9457,602.605,4.929,3047.595,12.0871,1.68676
2294.0,9.8856,597.614,5.036,3113.715,12.318,1.6696
2296.0,10.001,599.407,4.949,3052.163,12.3444,1.73441
2298.0,9.9137,598.021,5.028,3150.289,12.0593,1.67546
2300.0,9.9667,601.963,4.975,2890.689,12.37,1.67155
2302.0,10.0069,597.152,5.024,3098.403,12.2361,1.67137
2304.0,9.9322,598.648,4.9,3067.222,12.3185,1.6544
2306.0,10.0455,603.331,5.013,3141.123,12.272,1.6858
2308.0,9.9708,599.881,4.946,3219.539,12.4479,1.67689
2310.0,9.9856,598.283,5.053,3182.795,11.7714,1.66124
2312.0,10.0059,604.504,4.95,2932.277,12.1539,1.67819
2314.0,10.0532,601.082,5.035,3105.386,12.2189,1.67062
2316.0,9.9518,598.433,5.058,2952.708,12.5023,1.70011
2318.0,9.9243,603.877,5.05,2974.759,12.2652,1.68073
2320.0,10.0313,603.167,5.023,3065.34,11.9206,1.66375
2322.0,9.9215,599.198,4.981,3065.807,12.2513,1.67318
2324.0,9.9251,601.409,5.001,3215.304,12.1323,1.62964
2326.0,9.9511,601.85,4.994,3010.146,11.9645,1.70557
2328.0,9.9655,601.594,5.004,3106.26,11.8922,1.68776
2330.0,9.9961,601.563,5.045,2955.337,12.4932,1.68032
2332.0,10.0277,600.266,4.978,3168.928,12.0422,1.67674
2334.0,9.9939,600.196,4.937,3066.3,12.1419,1.66131
2336.0,10.0078,599.651,4.993,2918.348,12.1811,1.69599
2338.0,9.9872,601.788,4.923,3201.096,12.2401,1.67029
2340.0,9.973,600.428,5.079,2988.247,12.2244,1.6597
2342.0,10.02,599.873,4.982,2997.943,12.0595,1.70193
2344.0,10.0376,597.493,5.069,3015.787,12.3088,1.67048
2346.0,9.8892,601.856,5.063,3110.204,12.51,1.68346
2348.0,10.0022,601.087,5.064,3263.53,12.1424,1.66509
2350.0,10.048,599.282,5.006,3061.443,12.2519,1.71136
2352.0,9.962,603.185,5.068,3045.478,12.3912,1.69243
2354.0,10.0669,600.116,4.904,3209.277,11.8748,1.70398
2356.0,9.9594,599.472,5.003,3132.965,12.9051,1.65138
2358.0,10.1107,601.075,4.984,3066.503,12.1912,1.70067
2360.0,10.0038,598.074,4.992,3037.054,12.3529,1.6738
2362.0,10.045,599.998,4.994,2990.663,12.1018,1.67583
2364.0,9.9708,601.86,5.0,3220.733,12.1401,1.65673
2366.0,9.9389,599.237,4.98,3163.129,11.9926,1.68702
2368.0,9.9469,600.368,4.967,3201.577,12.1169,1.68581
2370.0,9.9986,600.92,4.994,3031.251,12.3957,1.68684
2372.0,10.0887,599.322,4.987,3003.604,12.3781,1.68469
2374.0,10.0391,599.415,4.955,3026.138,12.1199,1.67643
2376.0,9.9752,596.373,5.003,3031.779,11.9358,1.69351
2378.0,10.0298,602.256,5.059,3177.169,12.4934,1.65011
2380.0,9.904,599.641,5.028,3128.362,12.2715,1.68457
2382.0,9.9172,598.706,4.991,3039.507,11.9052,1.69967
2384.0,9.9123,600.153,5.03,2981.793,11.8892,1.68737
2386.0,9.9544,600.088,5.06,3054.199,12.4182,1.67644
2388.0,10.0328,601.435,5.001,3060.012,12.2912,1.67281
2390.0,9.9525,599.554,5.023,3031.988,12.2715,1.68371
2392.0,10.0658,598.943,5.045,3072.31,12.0389,1.67849
2394.0,9.9781,600.813,5.043,3118.25,12.3197,1.64951
2396.0,10.0606,601.989,5.06,3097.398,12.1637,1.67667
2398.0,9.9372,601.958,4.993,3065.044,12.0675,1.6639
2400.0,9.9646,600.887,5.035,3015.389,12.2441,1.67725
2402.0,9.9543,600.593,5.017,3088.469,12.0856,1.62972
2404.0,9.9788,600.266,5.173,2964.414,11.9445,1.68368
2406.0,10.0575,599.358,4.941,2998.497,11.6399,1.67294
2408.0,9.9946,597.61,4.929,2933.31,12.3762,1.67333
2410.0,9.9868,599.698,5.05,3099.24,12.1426,1.66884
2412.0,10.1278,601.357,4.998,3217.991,12.2122,1.67276
2414.0,9.9149,601.628,5.005,3007.003,12.3123,1.67942
2416.0,10.0056,600.2,5.095,3178.228,11.6645,1.68654
2418.0,9.9463,601.413,5.013,3137.133,11.9714,1.66277
2420.0,10.0278,601.751,5.053,3121.405,12.4545,1.66338
2422.0,10.0482,597.001,5.05,2970.139,12.3493,1.65849
2424.0,10.0374,599.923,4.926,3130.949,12.0687,1.67471
2426.0,10.0203,599.804,5.051,3185.5,11.9052,1.66052
2428.0,9.9395,598.263,5.037,3080.516,12.3376,1.65668
2430.0,9.9175,603.98,5.015,3075.68,12.157,1.67905
2432.0,9.965,598.117,4.939,3134.974,12.277,1.68867
2434.0,10.0244,599.865,4.989,3101.238,12.0786,1.68844
2436.0,9.9648,599.218,4.913,3191.958,12.2273,1.70825
2438.0,10.0364,598.072,4.97,3108.263,12.0278,1.68957
2440.0,10.0137,600.694,4.943,3027.907,12.3725,1.67384
2442.0,9.931,598.568,4.959,3011.637,12.5496,1.66756
2444.0,9.962,599.112,5.034,3020.48,12.0125,1.67718
2446.0,10.0365,598.996,4.998,2965.98,12.5946,1.69005
2448.0,10.0737,599.756,4.941,3186.608,12.3507,1.68563
2450.0,9.9268,604.082,5.014,2997.41,12.2182,1.6706
2452.0,10.0241,598.998,4.97,3226.072,12.0406,1.64711
2454.0,10.0767,603.175,5.138,3139.447,11.7397,1.69055
2456.0,10.0138,600.801,4.974,2982.624,12.583,1.67506
2458.0,10.0094,601.158,5.072,3074.348,12.254,1.6762
2460.0,9.9674,600.714,4.981,3070.807,12.8123,1.65529
2462.0,9.9389,596.994,4.999,3010.457,11.9562,1.68189
2464.0,9.9711,596.81,5.073,3142.88,11.9163,1.692
2466.0,10.0456,598.894,5.033,3170.384,11.8133,1.70528
2468.0,10.056,601.352,4.995,3287.035,12.373,1.64845
2470.0,9.9558,602.452,4.95,3118.997,12.3893,1.66239
2472.0,9.9868,597.548,5.091,3178.767,12.417,1.66423
2474.0,10.0032,598.494,4.94,3177.113,12.5629,1.68823
2476.0,10.0273,599.873,5.029,3052.464,12.6528,1.67501
2478.0,9.9568,599.475,5.14,3312.09,11.7283,1.67715
2480.0,9.9607,598.886,4.993,3157.928,12.2507,1.67135
2482.0,10.0182,596.2,4.99,3108.618,11.9332,1.68151
2484.0,10.0217,600.013,5.012,3287.381,11.9355,1.6699
2486.0,9.9712,600.122,4.988,3081.715,12.4288,1.66008
2488.0,10.0196,600.428,4.996,2968.282,11.8989,1.66408
2490.0,9.9817,601.812,4.955,3110.337,12.2944,1.65363
2492.0,9.9192,601.771,4.934,3060.786,12.2572,1.71301
2494.0,9.9987,599.376,4.995,3188.537,12.3839,1.65519
2496.0,9.9833,599.321,4.918,3140.68,12.3336,1.67775
2498.0,9.9676,599.311,5.054,3051.949,11.9184,1.70371
2500.0,9.909,601.86,5.028,3037.476,12.1966,1.65423
2502.0,10.0027,602.443,5.01,2961.846,12.4194,1.68201
2504.0,9.949,600.499,5.092,3149.562,11.6902,1.70622
2506.0,9.9909,596.862,4.969,2934.615,12.4712,1.68237
2508.0,9.9876,600.84,4.98,3021.09,12.2771,1.67959
2510.0,9.9661,601.563,4.947,2979.862,12.3447,1.68575
2512.0,9.951,597.733,5.091,2866.305,12.0593,1.68577
2514.0,9.9792,598.337,5.022,3335.515,12.4495,1.65208
2516.0,9.9389,598.798,4.945,3182.682,12.1795,1.66915
2518.0,9.9166,598.555,4.971,3350.466,12.5371,1.68243
2520.0,10.0372,601.37,5.003,3165.351,12.4236,1.6922
2522.0,9.948,599.055,4.956,3009.375,12.3438,1.69383
2524.0,10.0718,600.249,4.909,3189.489,12.004,1.70002
2526.0,10.0528,597.74,5.079,3239.218,11.8593,1.69704
2528.0,9.9905,603.493,5.052,3163.461,12.227,1.65533
2530.0,10.0686,596.634,4.967,3022.486,12.5557,1.64717
2532.0,9.9922,601.152,5.074,3034.21,12.2194,1.65901
2534.0,9.9949,600.929,5.044,3252.159,12.0412,1.68448
2536.0,10.0407,599.702,4.997,3185.772,11.9251,1.66524
2538.0,9.9678,598.598,5.058,3244.626,12.0201,1.659
2540.0,9.9895,601.237,5.026,3172.989,12.1847,1.67032
2542.0,9.9427,599.735,5.043,3071.932,12.378,1.65554
2544.0,9.9529,598.611,4.982,3340.13,12.4924,1.6819
2546.0,9.93,602.027,5.04,2992.669,12.3762,1.65638
2548.0,10.0289,602.545,5.04,3065.179,12.1838,1.62515
2550.0,10.0788,597.92,5.044,3209.432,11.5466,1.69894
2552.0,9.9379,599.817,4.938,3109.119,12.0065,1.67247
2554.0,10.0052,599.529,4.947,3232.211,12.0684,1.68352
2556.0,9.8925,598.982,4.894,3185.534,12.2801,1.69169
2558.0,9.9915,597.242,5.024,3120.931,12.345,1.6792
2560.0,9.9416,603.834,5.075,3211.689,12.3374,1.67632
2562.0,9.9426,603.871,4.939,3083.018,12.0827,1.66178
2564.0,9.9715,598.594,4.973,3138.837,12.3016,1.6964
2566.0,10.0101,599.461,5.035,3234.295,11.6982,1.66646
2568.0,10.0055,601.965,4.886,3116.371,12.5012,1.6795
2570.0,9.9891,600.86,5.036,3247.194,12.5016,1.67768
2572.0,9.9365,600.301,5.072,3337.494,12.3714,1.67858
2574.0,9.9182,601.249,4.979,3203.415,12.5388,1.67008
